Date,ETF,Price,Shares,Total_Invested
2021-02-22,QQQ,314.49176025390625,0.0048,1.51
2021-02-22,SPY,365.52587890625,0.0252,9.22
2021-02-22,EEM,50.88751983642578,0.0022,0.11
2021-02-22,VWO,47.70371627807617,0.0759,3.62
2021-02-22,QQQM,129.14462280273438,0.028,3.62
2021-02-22,IAU,34.459999084472656,0.0557,1.92
2021-02-23,QQQ,313.55548095703125,0.0048,1.52
2021-02-23,SPY,365.9698486328125,0.0252,9.229999999999999
2021-02-23,EEM,51.11534118652344,0.0027,0.14
2021-02-23,VWO,47.97520065307617,0.0748,3.59
2021-02-23,QQQM,128.76467895507812,0.0279,3.59
2021-02-23,IAU,34.400001525878906,0.0561,1.93
2021-02-24,QQQ,316.14013671875,0.0049,1.55
2021-02-24,SPY,370.0025329589844,0.0249,9.229999999999997
2021-02-24,EEM,50.78726959228516,0.0032,0.16
2021-02-24,VWO,47.66868209838867,0.0745,3.55
2021-02-24,QQQM,129.81690979003906,0.0273,3.55
2021-02-24,IAU,34.36000061035156,0.057,1.96
2021-02-25,QQQ,305.11865234375,0.005,1.54
2021-02-25,SPY,361.08697509765625,0.0261,9.430000000000003
